[ 8 59 12 43 55 46 39  0  0  0  0  0],26
[10 51  0 39  0  0  0  0  0  0  0  0],43
[38 43 34 55 18  2 46  0  0  0  0  0],26
[46 20 43 10 35 38 59  0  0  0  0  0],9
[ 0 34  0  0  0  0  0  0  0  0  0  0],42
[46 44  0  8 55 60 34  0  0  0  0  0],18
[26 46 20 43  8  0  0  0  0  0  0  0],50
[51 34  0  0  0  0  0  0  0  0  0  0],8
[38  0  0  0  0  0  0  0  0  0  0  0],51
[0 0 0 0 0 0 0 0 0 0 0 0],46
[46 28 42 38  2 55  8 22  0  0  0  0],59
[ 0 42  0  0  0  0  0  0  0  0  0  0],55
[18 10 26  8  0  0  0  0  0  0  0  0],55
[38  0  0  0  0  0  0  0  0  0  0  0],26
[38 43 26  8 55 34  0  0  0  0  0  0],2
[50  0  0  0  0  0  0  0  0  0  0  0],43
[59 44 34 10 39  8 51  0  0  0  0  0],26
[10 59  0 26 42 50  0  0  0  0  0  0],46
[10  0  0  0  0  0  0  0  0  0  0  0],8
[18 10 46  0  0  0  0  0  0  0  0  0],8
[26  8  0 10  0  0  0  0  0  0  0  0],36
[0 0 0 0 0 0 0 0 0 0 0 0],20
[ 8 59 28 39  0  0  0  0  0  0  0  0],46
[0 0 0 0 0 0 0 0 0 0 0 0],8
[38 43 26 18  2  8  0  0  0  0  0  0],55
[42  0  0  0  0  0  0  0  0  0  0  0],9
[42 28  8 59 55 18  0  0  0  0  0  0],10
[10 26  0  0  0  0  0  0  0  0  0  0],59
[42 48 59 50 18 34  0  0  0  0  0  0],8
[26 38 43  0  0  0  0  0  0  0  0  0],2
[10  0  0  0  0  0  0  0  0  0  0  0],43
[18 59 34 55 43  8  0  0  0  0  0  0],0
[38  0  0  0  0  0  0  0  0  0  0  0],50
[59  9 42  0  0  0  0  0  0  0  0  0],14
[0 0 0 0 0 0 0 0 0 0 0 0],43
[0 0 0 0 0 0 0 0 0 0 0 0],20
[34 50  4  0  0  0  0  0  0  0  0  0],46
[50 20  4  0  0  0  0  0  0  0  0  0],28
[0 0 0 0 0 0 0 0 0 0 0 0],50
[0 0 0 0 0 0 0 0 0 0 0 0],46
[18 26  8 42 46 10  0  0  0  0  0  0],2
[ 8 10 59 20  0  0  0  0  0  0  0  0],26
[59  9 43 46 35 51  0  0  0  0  0  0],50
[34 42 53  0  0  0  0  0  0  0  0  0],8
[0 0 0 0 0 0 0 0 0 0 0 0],0
[38 46 28  8  0  0  0  0  0  0  0  0],14
[ 0 38 43  8 55 10  0  0  0  0  0  0],47
[59  9 10 53 18 26  0  0  0  0  0  0],35
[18 51 26  8 42 10 46  0  0  0  0  0],59
[18 51  0  0  0  0  0  0  0  0  0  0],43
[18 34 26  8  0  0  0  0  0  0  0  0],55
[59 20 43  8 10  2 39 55  0  0  0  0],35
[ 0 50 39  0  0  0  0  0  0  0  0  0],42
[10 42  9 28 39  0  0  0  0  0  0  0],18
[ 0 26 46 55  8  0  0  0  0  0  0  0],10
[0 0 0 0 0 0 0 0 0 0 0 0],38
[38  0  0  0  0  0  0  0  0  0  0  0],8
[10 20 43 51 46 38  0  0  0  0  0  0],35
[26  8  0  0  0  0  0  0  0  0  0  0],46
[38  0  0  0  0  0  0  0  0  0  0  0],44
[26  8 34 51 42 22  0  0  0  0  0  0],59
[42 28 50  0  0  0  0  0  0  0  0  0],2
[ 0 51 34  0  0  0  0  0  0  0  0  0],42
[26  0  0  0  0  0  0  0  0  0  0  0],10
[18 46 28 10 50  0  0  0  0  0  0  0],55
[26  0  0  0  0  0  0  0  0  0  0  0],38
[10 34  0  0  0  0  0  0  0  0  0  0],44
[51 38 43  0  0  0  0  0  0  0  0  0],10
[34 46  0  0  0  0  0  0  0  0  0  0],42
[50  4 34  8 42  0  0  0  0  0  0  0],14
[18 59 28  8  0  0  0  0  0  0  0  0],55
[10  0 59 51 36 46  8  0  0  0  0  0],39
[59  0  0  0  0  0  0  0  0  0  0  0],51
[0 0 0 0 0 0 0 0 0 0 0 0],59
[ 0 18 50  0  0  0  0  0  0  0  0  0],8
[0 0 0 0 0 0 0 0 0 0 0 0],0
[51 38  0  0  0  0  0  0  0  0  0  0],8
[18  0  0  0  0  0  0  0  0  0  0  0],28
[59 20 43  8 10  0  0  0  0  0  0  0],48
[50 53  0  0  0  0  0  0  0  0  0  0],26
[51  0  0  0  0  0  0  0  0  0  0  0],9
[59 34  0 43  0  0  0  0  0  0  0  0],8
[10  0 42 28  0  0  0  0  0  0  0  0],8
[50  0  0  0  0  0  0  0  0  0  0  0],18
[0 0 0 0 0 0 0 0 0 0 0 0],44
[26 50 39 51 10  8 46  0  0  0  0  0],2
[0 0 0 0 0 0 0 0 0 0 0 0],18
[ 8 59 28  0  0  0  0  0  0  0  0  0],10
[46 28 18 39  2 55  0  0  0  0  0  0],35
[34 46 53  8 10 26  2  0  0  0  0  0],59
[46 44  8  0 10 34 55 39  0  0  0  0],20
[42 53 18  0  0  0  0  0  0  0  0  0],10
[38 43  0  0  0  0  0  0  0  0  0  0],10
[42 12 38 26 46  0  0  0  0  0  0  0],55
[51  0  0  0  0  0  0  0  0  0  0  0],26
[0 0 0 0 0 0 0 0 0 0 0 0],44
[50 53 39 34  2  0  0  0  0  0  0  0],8
[38 43  8 59 10 35 55  0  0  0  0  0],26
[ 0 59 38 46 35 18 10 51  0  0  0  0],9
[51 10  0  0  0  0  0  0  0  0  0  0],18
[18 51  8 59 42 36  2  0  0  0  0  0],46
[42 28 50  0  0  0  0  0  0  0  0  0],35
[ 8 51 59 46  0  0  0  0  0  0  0  0],42
[42 28  0  8 51 50 59 10  0  0  0  0],20
[8 0 0 0 0 0 0 0 0 0 0 0],20
[ 8 38 43  0  0  0  0  0  0  0  0  0],10
[46 20  9 10 51  2 39 35  0  0  0  0],28
[0 0 0 0 0 0 0 0 0 0 0 0],9
[50 20 43  8 60 46 36  0  0  0  0  0],39
[0 0 0 0 0 0 0 0 0 0 0 0],46
[59 50 20 10  0  0  0  0  0  0  0  0],8
[38  0  0  0  0  0  0  0  0  0  0  0],50
[18  0  0  0  0  0  0  0  0  0  0  0],38
[0 0 0 0 0 0 0 0 0 0 0 0],12
[38 43  0  0  0  0  0  0  0  0  0  0],28
[10 38 43  0  0  0  0  0  0  0  0  0],55
[51 26 50 14  8  0  0  0  0  0  0  0],46
[59 44 38 55  0  0  0  0  0  0  0  0],18
[18 59 46 28 55  0  0  0  0  0  0  0],0
[0 0 0 0 0 0 0 0 0 0 0 0],48
[ 0 34 51 46  0  0  0  0  0  0  0  0],10
[34  0 18 55 10  0  0  0  0  0  0  0],39
[42 28  0  0  0  0  0  0  0  0  0  0],8
[42 48 34 26  8 18 51  0  0  0  0  0],12
[38 43  0  0  0  0  0  0  0  0  0  0],0
[18 38 43  0  0  0  0  0  0  0  0  0],51
[34 46 53 10 42 39  2 26 59  0  0  0],9
[42 53 46 59 10  0  0  0  0  0  0  0],8
[59 28 10 39 55  0  0  0  0  0  0  0],42
[0 0 0 0 0 0 0 0 0 0 0 0],50
[51 38 43 26  8 10 46  0  0  0  0  0],35
[50  0  0  0  0  0  0  0  0  0  0  0],46
[ 8 34 38 43 55  0  0  0  0  0  0  0],2
[ 8 51 10 34 39  0  0  0  0  0  0  0],2
[0 0 0 0 0 0 0 0 0 0 0 0],48
[ 8  0 18  0  0  0  0  0  0  0  0  0],38
[26 42 20 39 35  0  0  0  0  0  0  0],59
[18  0  0  0  0  0  0  0  0  0  0  0],50
[18 42 28  0  0  0  0  0  0  0  0  0],55
[38 43 18  0  0  0  0  0  0  0  0  0],8
[46  0  0  0  0  0  0  0  0  0  0  0],51
[34 38 43  8  0  0  0  0  0  0  0  0],55
[34 42 48 14 55  8 50  0  0  0  0  0],20
[51 38 43  8 10 35 50  0  0  0  0  0],28
[26 10 46 53 18 50 59 36  0  0  0  0],9
[51 38 43  0  0  0  0  0  0  0  0  0],10
[26 38 43 10 35  0  0  0  0  0  0  0],2
[10 46 44 59  2 34 26 55  0  0  0  0],38
[38 43 50 22 35  0  0  0  0  0  0  0],10
[0 0 0 0 0 0 0 0 0 0 0 0],59
[38 46 44 59 51  8  0  0  0  0  0  0],22
[18  8 59  0 10 55 39 26  0  0  0  0],46
[46 53 26  8 36  0  0  0  0  0  0  0],59
[ 0 26  8 18 42 46  0  0  0  0  0  0],51
[26  8 18 59 55 10 46 42  0  0  0  0],39
[0 0 0 0 0 0 0 0 0 0 0 0],8
[46  9 39 14 26  0  0  0  0  0  0  0],22
[51  0  8 10 42 46 26 50  0  0  0  0],36
[10 51  0  0  0  0  0  0  0  0  0  0],39
[46 20  0  0  0  0  0  0  0  0  0  0],50
[46 53 34 38  0  0  0  0  0  0  0  0],8
[46  9 26  4 14 55 42  0  0  0  0  0],39
[ 0 46 44 55  0  0  0  0  0  0  0  0],10
[50 47 42  2 35 55  8 10  0  0  0  0],59
[38  8 34  0  0  0  0  0  0  0  0  0],10
[59 50 43 55  0  0  0  0  0  0  0  0],34
[51 34 38  8 10 50 59  0  0  0  0  0],47
[18 10  0  0  0  0  0  0  0  0  0  0],51
[59  0  0  0  0  0  0  0  0  0  0  0],9
[0 0 0 0 0 0 0 0 0 0 0 0],38
[18  0 38 35 10  0  0  0  0  0  0  0],26
[0 0 0 0 0 0 0 0 0 0 0 0],59
[38 43 26  8  0  0  0  0  0  0  0  0],46
[46 44  8  0  0  0  0  0  0  0  0  0],35
[46 44  8 10 39 55 59  0  0  0  0  0],2
[26 38 43 18  8 10  0  0  0  0  0  0],2
[8 0 0 0 0 0 0 0 0 0 0 0],38
