0,1
0,1
0,3
0,3
1,9
1,9
1,10
1,10
3,9
3,9
3,10
3,10
9,11
9,11
9,13
9,13
10,11
10,11
10,13
10,13
10,17
10,17
11,19
11,19
11,21
11,21
13,19
13,19
13,21
13,21
13,23
13,23
13,25
13,25
17,19
17,19
17,21
17,21
17,24
17,24
19,27
19,27
19,28
19,28
19,29
19,29
19,30
19,30
19,31
19,31
19,32
19,32
19,33
19,33
19,34
19,34
21,27
21,27
21,28
21,28
21,29
21,29
21,30
21,30
21,31
21,31
21,32
21,32
21,33
21,33
21,34
21,34
23,27
23,27
23,28
23,28
23,29
23,29
23,30
23,30
23,31
23,31
23,32
23,32
23,33
23,33
23,34
23,34
24,27
24,27
25,27
25,27
25,29
25,29
27,35
27,35
27,36
27,36
27,37
27,37
27,38
27,38
28,35
28,35
28,36
28,36
28,37
28,37
28,38
28,38
29,35
29,35
29,36
29,36
29,37
29,37
29,38
29,38
30,36
30,36
30,37
30,37
30,38
30,38
31,35
31,35
31,36
31,36
31,37
31,37
31,38
31,38
32,35
32,35
32,36
32,36
32,37
32,37
32,38
32,38
33,35
33,35
33,36
33,36
33,37
33,37
33,38
33,38
34,35
34,35
34,36
34,36
34,37
34,37
34,38
34,38
35,39
35,39
35,40
35,40
35,41
35,41
35,42
35,42
36,39
36,39
36,40
36,40
36,41
36,41
36,42
36,42
37,39
37,39
37,40
37,40
37,41
37,41
37,42
37,42
38,39
38,39
38,40
38,40
38,41
38,41
38,42
38,42
39,43
39,43
39,44
39,44
39,45
39,45
39,46
39,46
39,54
39,54
39,58
39,58
40,43
40,43
40,44
40,44
40,45
40,45
40,46
40,46
41,43
41,43
41,44
41,44
41,45
41,45
41,46
41,46
41,54
41,54
42,43
42,43
42,44
42,44
42,45
42,45
42,46
42,46
42,54
42,54
43,47
43,47
43,48
43,48
43,49
43,49
43,50
43,50
43,51
43,51
43,52
43,52
43,53
43,53
43,54
43,54
43,55
43,55
43,56
43,56
43,57
43,57
43,58
43,58
43,59
43,59
43,63
43,63
44,47
44,47
44,48
44,48
44,49
44,49
44,50
44,50
44,51
44,51
44,52
44,52
44,53
44,53
44,54
44,54
44,55
44,55
44,56
44,56
44,57
44,57
44,58
44,58
45,47
45,47
45,48
45,48
45,49
45,49
45,50
45,50
45,52
45,52
45,54
45,54
45,55
45,55
45,56
45,56
45,58
45,58
46,47
46,47
46,48
46,48
46,49
46,49
46,50
46,50
46,52
46,52
46,54
46,54
46,55
46,55
46,56
46,56
46,58
46,58
47,51
47,51
47,52
47,52
47,53
47,53
47,54
47,54
47,55
47,55
47,56
47,56
47,57
47,57
47,58
47,58
47,59
47,59
47,60
47,60
47,61
47,61
47,62
47,62
47,63
47,63
48,51
48,51
48,52
48,52
48,53
48,53
48,54
48,54
48,55
48,55
48,56
48,56
48,57
48,57
48,58
48,58
48,59
48,59
48,62
48,62
48,63
48,63
49,51
49,51
49,52
49,52
49,53
49,53
49,54
49,54
49,55
49,55
49,56
49,56
49,57
49,57
49,58
49,58
49,59
49,59
49,60
49,60
49,63
49,63
50,51
50,51
50,52
50,52
50,53
50,53
50,54
50,54
50,55
50,55
50,56
50,56
50,57
50,57
50,58
50,58
50,59
50,59
50,63
50,63
51,52
51,52
51,54
51,54
51,55
51,55
51,56
51,56
51,57
51,57
51,58
51,58
51,60
51,60
51,61
51,61
51,62
51,62
51,63
51,63
52,60
52,60
52,61
52,61
52,63
52,63
53,63
53,63
54,60
54,60
54,63
54,63
55,60
55,60
55,61
55,61
55,62
55,62
55,63
55,63
56,62
56,62
57,61
57,61
57,63
57,63
58,60
58,60
58,61
58,61
58,62
58,62
58,63
58,63
59,60
59,60
59,63
59,63
